idno,ppltrst,happy,health,cgtsday,alcfreq,height,weight,gndr,yrbrn,polpartvt
940050,7,Extremely happy,Very good,NA,Less than once a month,170,52,Female,1999,[NA] Not applicable
940076,7,9,Very good,NA,2-3 times a month,170,60,Female,1998,[NA] Not applicable
940084,9,Extremely happy,Good,NA,Never,171,72,Female,1980, Socialdemokraterne
940107,7,8,Good,4,2-3 times a month,180,74,Male,1995,[NA] Not applicable
940149,5,5,Fair,NA,Every day,173,73,Male,1956, Socialdemokraterne
940165,7,8,Good,NA,Once a week,164,68,Female,1938, Socialdemokraterne
940173,8,Extremely happy,Good,NA,Once a month,168,90,Male,1932, Socialdemokraterne
940199,8,8,Good,NA,Once a week,169,65,Female,1962, Det Konservative Folkeparti
940246,7,9,Very good,NA,2-3 times a month,176,95,Female,1960, SF Socialistisk Folkeparti
940254,6,8,Very good,NA,Once a week,176,75,Male,1987," Venstre, Danmarks Liberale Parti"
940288,8,8,Very good,NA,Once a week,168,62,Female,1954, Socialdemokrat
940296,7,8,Very good,NA,Once a week,175,68,Male,1980, Socialdemokraterne
940301,7,8,Good,NA,Once a week,180,79,Male,1957, Dansk Folkeparti
940319,5,9,Good,NA,Once a week,165,70,Female,1976, SF Socialistisk Folkeparti
940335,2,3,Good,NA,2-3 times a month,153,42,Female,1999,[NA] Not applicable
940343,8,8,Good,NA,Several times a week,180,87,Male,1967, Socialdemokrat
940351,5,4,Bad,5,Never,163,NA,Female,1979, SF Socialistisk Folkeparti
940369,8,8,Good,NA,Several times a week,190,77,Male,1949, Enhedslisten
940377,8,Extremely happy,Very bad,NA,Once a month,181,78,Male,1984, Det Radikale Venstre
940385,4,9,Good,NA,Once a month,176,69,Female,1993," Venstre, Danmarks Liberale Parti"
940416,7,9,Very good,6,2-3 times a month,195,93,Male,1994,[NA] Not applicable
940424,9,9,Fair,NA,Once a week,170,102,Female,1936, Socialdemokraterne
940440,7,Extremely happy,Good,1,2-3 times a month,194,112,Male,1996,[NA] Not applicable
940458,3,7,Fair,NA,Once a week,150,70,Female,1936," Venstre, Danmarks Liberale Parti"
940466,6,8,Very good,NA,Once a week,185,78,Male,1987, Det Konservative Folkeparti
940490,8,9,Very good,NA,2-3 times a month,185,90,Male,1992," Venstre, Danmarks Liberale Parti"
940505,8,9,Fair,NA,Once a week,156,58,Female,1932," Venstre, Danmarks Liberale Parti"
940539,7,9,Good,NA,Every day,177,80,Male,1933,[NA] Refusal
940547,9,Extremely happy,Good,0,Several times a week,174,84,Male,1943," Venstre, Danmarks Liberale Parti"
940571,8,9,Good,NA,Never,177,67,Male,1955, Enhedslisten
940628,3,6,Very bad,20,Once a week,174,98,Male,1977, Det Konservative Folkeparti
940644,7,8,Good,NA,Never,164,60,Female,1964,[NA] Not applicable
940652,5,9,Fair,10,Less than once a month,163,68,Female,1954," Venstre, Danmarks Liberale Parti"
940660,5,9,Fair,NA,2-3 times a month,167,85,Female,1951, Dansk Folkeparti
940678,6,8,Bad,NA,Less than once a month,151,53,Female,1950,[NA] Not applicable
940686,6,8,Fair,NA,2-3 times a month,170,65,Female,1987, Det Radikale Venstre
940694,8,8,Good,NA,Several times a week,183,95,Male,1977, Socialdemokraterne
940717,Most people can be trusted,8,Very good,NA,Several times a week,165,67,Female,1972, SF Socialistisk Folkeparti
940725,8,Extremely happy,Very good,NA,Several times a week,158,70,Female,1954, Socialdemokraterne
940733,8,8,Good,NA,Once a month,185,89,Male,1976," Venstre, Danmarks Liberale Parti"
940759,5,6,Fair,NA,2-3 times a month,165,51,Female,1998,[NA] Not applicable
940775,7,8,Good,NA,Every day,168,54,Female,1947, Liberal Alliance
940783,8,7,Good,NA,Several times a week,196,135,Male,1954, Socialdemokraterne
940806,7,6,Very good,NA,Less than once a month,170,73,Female,1973," Venstre, Danmarks Liberale Parti"
940822,8,7,Good,NA,Every day,174,73,Male,1944, Dansk Folkeparti
940830,7,9,Good,NA,Several times a week,170,66,Female,1947, Dansk Folkeparti
940848,7,9,Good,NA,Several times a week,168,72,Female,1947, Socialdemokraterne
940856,Most people can be trusted,Extremely happy,Very good,NA,Once a month,167,69,Female,1961, Socialdemokraterne
940864,4,9,Good,NA,Once a month,164,65,Female,1971, Enhedslisten
940880,8,6,Fair,12,Once a week,185,92,Male,1957, Det Radikale Venstre
940898,5,Extremely happy,Good,NA,Every day,169,83,Male,1927, Kristendemokraterne
940903,9,Extremely happy,Fair,NA,Once a month,192,105,Male,1979, Liberal Alliance
940945,6,8,Fair,NA,Once a month,179,90,Male,1969, Kristendemokraterne
940979,8,9,Fair,0,Several times a week,188,123,Male,1965," Venstre, Danmarks Liberale Parti"
940987,Most people can be trusted,8,Very good,NA,Once a week,172,65,Female,1955," Venstre, Danmarks Liberale Parti"
941014,5,8,Very good,NA,2-3 times a month,182,83,Male,1961, Enhedslisten
941030,8,8,Good,NA,Once a week,185,84,Male,1974, SF Socialistisk Folkeparti
941103,2,1,Bad,10,Never,164,58,Female,1930,[NA] Not applicable
941129,3,6,Fair,12,Several times a week,177,72,Male,1993, Det Radikale Venstre
941153,4,6,Good,NA,Once a week,197,62,Male,1951, SF Socialistisk Folkeparti
941179,3,3,Very bad,12,Never,165,89,Female,1952, Socialdemokraterne
941195,8,9,Good,NA,2-3 times a month,161,65,Male,1992, Dansk Folkeparti
941200,8,9,Good,NA,2-3 times a month,185,95,Male,1985," Venstre, Danmarks Liberale Parti"
941226,8,8,Good,NA,Several times a week,182,88,Male,1957, Det Radikale Venstre
941242,8,8,Very good,NA,Several times a week,182,89,Male,1948," Venstre, Danmarks Liberale Parti"
941268,6,9,Good,NA,Once a week,160,72,Female,1970," Venstre, Danmarks Liberale Parti"
941284,7,4,Fair,NA,Several times a week,175,65,Female,1952, Enhedslisten
941307,8,8,Very good,NA,Once a week,184,87,Male,1992," Venstre, Danmarks Liberale Parti"
941323,7,8,Good,NA,Several times a week,169,67,Male,1945, Det Radikale Venstre
941331,9,2,Fair,NA,2-3 times a month,172,68,Female,1984, Det Radikale Venstre
941365,7,9,Fair,NA,Never,157,121,Female,1960," Venstre, Danmarks Liberale Parti"
941373,5,Extremely happy,Good,8,2-3 times a month,190,70,Male,1992,[NA] Not applicable
941412,5,7,Fair,NA,Less than once a month,176,66,Female,1990," Venstre, Danmarks Liberale Parti"
941420,8,Extremely happy,Fair,20,Once a week,159,53,Female,1945, Socialdemokrat
941438,6,7,Very good,NA,Several times a week,177,70,Male,1958, Dansk Folkeparti
941470,8,9,Good,1,Once a week,165,62,Female,1955, SF Socialistisk Folkeparti
941501,6,Extremely happy,Good,10,Several times a week,176,64,Male,1937, Dansk Folkeparti
941519,7,5,Bad,NA,Less than once a month,170,115,Female,1957, Socialdemokrat
941535,3,9,Very good,NA,Once a week,169,52,Female,1988, Det Radikale Venstre
941543,8,9,Good,NA,Once a week,178,75,Male,1975, Det Radikale Venstre
941551,4,3,Bad,NA,Less than once a month,172,110,Male,1956," Venstre, Danmarks Liberale Parti"
941569,9,Extremely happy,Fair,NA,Less than once a month,168,60,Female,1986, Det Radikale Venstre
941577,7,8,Fair,NA,2-3 times a month,167,83,Female,1965, SF Socialistisk Folkeparti
941585,4,9,Good,NA,Less than once a month,170,65,Female,1992, Enhedslisten
941608,7,8,Fair,NA,Once a month,168,85,Female,1963," Venstre, Danmarks Liberale Parti"
941640,8,9,Very good,NA,Once a week,187,84,Male,1958, SF Socialistisk Folkeparti
941674,7,Extremely happy,Very good,NA,Once a month,178,74,Male,1937, Dansk Folkeparti
941721,9,Extremely happy,Good,NA,Once a week,156,58,Female,1926, Socialdemokraterne
941739,9,9,Good,NA,Several times a week,184,62,Female,1984, Det Radikale Venstre
941747,4,5,Fair,20,Less than once a month,160,60,Female,1955, Socialdemokraterne
941755,7,9,Good,NA,Several times a week,167,75,Male,1954, Kristendemokraterne
941763,6,9,Very good,NA,Less than once a month,189,86,Male,1998,[NA] Not applicable
941771,8,7,Very good,NA,Several times a week,162,65,Female,1956, Enhedslisten
941797,7,5,Bad,NA,Never,185,96,Male,1956, Dansk Folkeparti
941802,7,Extremely happy,Very good,NA,Several times a week,156,59,Female,1942, Socialdemokraterne
941828,7,8,Very good,NA,Every day,175,90,Male,1945, Socialdemokraterne
941844,9,6,Bad,NA,Never,182,61,Male,1926, Det Konservative Folkeparti
941860,7,Extremely happy,Very good,NA,Less than once a month,164,57,Female,1979, Det Konservative Folkeparti
941878,8,8,Good,NA,Several times a week,183,84,Male,1985, Det Radikale Venstre
941886,9,7,Good,NA,2-3 times a month,168,NA,Female,1968, SF Socialistisk Folkeparti
941894,7,9,Very good,NA,2-3 times a month,183,90,Male,1977," Venstre, Danmarks Liberale Parti"
941909,8,9,Very good,NA,Once a week,171,77,Female,1950, SF Socialistisk Folkeparti
941917,7,9,Good,NA,2-3 times a month,178,73,Female,1961, Dansk Folkeparti
941959,Most people can be trusted,6,Fair,NA,Every day,184,84,Male,1979, Enhedslisten
941975,8,7,Very good,NA,Once a week,178,69,Female,1961, Enhedslisten
941983,7,Extremely happy,Fair,NA,Less than once a month,180,125,Male,1951, Dansk Folkeparti
941991,9,9,Good,NA,Less than once a month,165,83,Female,1970, Socialdemokraterne
942010,5,9,Very good,NA,Once a week,180,NA,Female,1952,[NA] Refusal
942036,7,9,Bad,NA,Several times a week,167,82,Female,1967, Enhedslisten
942044,7,8,Fair,0,Several times a week,186,71,Male,1997,[NA] Not applicable
942078,7,8,Good,1,Several times a week,182,90,Male,1975, Det Konservative Folkeparti
942086,NA,9,Very good,15,Several times a week,176,70,Female,1962, Socialdemokraterne
942094,8,8,Very good,NA,Less than once a month,173,83,Male,1929, Det Radikale Venstre
942117,7,7,Good,NA,Several times a week,175,70,Female,1975, Det Radikale Venstre
942141,7,8,Very good,15,Several times a week,169,NA,Female,1963, SF Socialistisk Folkeparti
942175,2,Extremely unhappy,Very bad,30,Less than once a month,162,55,Female,1992," Venstre, Danmarks Liberale Parti"
942183,5,6,Good,NA,Once a week,167,90,Female,1969, Socialdemokraterne
942230,5,Extremely happy,Good,NA,Every day,184,87,Male,1947, Socialdemokraterne
942248,8,8,Very good,5,Once a month,179,66,Male,1969, Socialdemokraterne
942256,3,8,Very good,4,Never,163,62,Female,1946, Dansk Folkeparti
942264,9,Extremely happy,Good,NA,2-3 times a month,162,68,Female,1988, Det Radikale Venstre
942280,Most people can be trusted,9,Very good,NA,Never,189,85,Male,1950, Det Konservative Folkeparti
942298,Most people can be trusted,Extremely happy,Very good,NA,Several times a week,192,91,Male,1980, Liberal Alliance
942337,8,7,Good,8,Several times a week,178,82,Female,1959, SF Socialistisk Folkeparti
942361,8,8,Good,NA,Less than once a month,180,115,Female,1974, Socialdemokraterne
942395,NA,Extremely happy,Good,NA,Never,161,NA,Female,1945,[NA] No answer
942442,9,9,Good,NA,Several times a week,176,71,Male,1961," Venstre, Danmarks Liberale Parti"
942468,8,8,Good,NA,Once a week,186,83,Male,1961, Socialdemokraterne
942476,4,7,Fair,NA,Once a week,158,60,Female,1981," Venstre, Danmarks Liberale Parti"
942484,5,9,Bad,20,Less than once a month,168,68,Male,1968,[NA] Not applicable
942492,3,Extremely happy,Fair,NA,2-3 times a month,164,73,Female,1970,[NA] Not applicable
942515,8,6,Fair,12,Once a week,180,84,Male,1958, Enhedslisten
942531,9,8,Good,NA,Once a week,178,120,Male,1959," Venstre, Danmarks Liberale Parti"
942557,9,8,Fair,6,Once a week,178,80,Female,1958, SF Socialistisk Folkeparti
942565,9,9,Good,NA,Once a month,173,115,Female,1984, Socialdemokraterne
942599,7,7,Very good,NA,2-3 times a month,174,62,Female,1957, Det Radikale Venstre
942604,7,9,Very good,NA,2-3 times a month,175,81,Male,1969, Det Konservative Folkeparti
942620,3,5,Fair,40,Less than once a month,176,58,Female,1967, Dansk Folkeparti
942638,7,5,Good,NA,Once a week,169,57,Male,1978, Socialdemokraterne
942662,8,7,Good,15,2-3 times a month,173,73,Female,1963, Dansk Folkeparti
942701,6,5,Fair,NA,2-3 times a month,174,106,Female,1974, Socialdemokraterne
942719,9,9,Very good,NA,Once a week,179,68,Female,1981," Venstre, Danmarks Liberale Parti"
942727,5,5,Fair,NA,Once a week,190,124,Male,1969, Dansk Folkeparti
942743,3,8,Fair,NA,2-3 times a month,179,98,Male,1958, Socialdemokraterne
942785,8,9,Very good,NA,Every day,184,75,Male,1951, Socialdemokraterne
942793,7,9,Very good,10,Once a week,183,83,Male,1983," Venstre, Danmarks Liberale Parti"
942808,5,8,Very good,NA,Once a week,168,77.5,Female,1956, Socialdemokraterne
942816,4,4,Good,NA,2-3 times a month,195,117,Male,1974, Dansk Folkeparti
942824,8,5,Good,NA,Every day,182,75,Male,1925,[NA] Not applicable
942840,8,8,Very good,13,2-3 times a month,170,80,Female,1965," Venstre, Danmarks Liberale Parti"
942866,Most people can be trusted,Extremely happy,Very good,NA,Once a month,180,57,Female,1967, Det Radikale Venstre
942874,5,7,Very bad,NA,Less than once a month,155,45.3,Female,1931," Venstre, Danmarks Liberale Parti"
942890,8,Extremely happy,Very good,NA,2-3 times a month,192,74,Male,1995,[NA] Not applicable
942913,7,9,Good,NA,Once a week,165,65,Male,1979,[NA] Not applicable
942939,8,Extremely happy,Good,NA,2-3 times a month,185,117,Male,1962, Dansk Folkeparti
942947,9,8,Fair,NA,Several times a week,187,91,Male,1947, SF Socialistisk Folkeparti
942955,8,9,Very good,NA,2-3 times a month,190,86,Male,1990,[NA] Not applicable
942963,1,Extremely happy,Very good,NA,2-3 times a month,179,88,Male,1952, Liberal Alliance
943008,7,9,Fair,NA,2-3 times a month,164,69,Female,1940, Socialdemokraterne
943016,8,8,Good,10,Several times a week,176,78,Male,1961, SF Socialistisk Folkeparti
943040,8,Extremely happy,Very good,NA,Several times a week,184,85,Male,1977, Det Radikale Venstre
943058,9,8,Very good,NA,Several times a week,172,85,Male,1964,[NA] Not applicable
943066,9,9,Very good,NA,Less than once a month,179,70,Male,1975, SF Socialistisk Folkeparti
943082,9,8,Good,20,Every day,183,90,Male,1965, Dansk Folkeparti
943090,9,9,Very good,8,Several times a week,159,59,Female,1964, Enhedslisten
943105,8,8,Very good,NA,Once a week,187,87,Male,1957," Venstre, Danmarks Liberale Parti"
943121,8,7,Fair,NA,2-3 times a month,163,78,Female,1946," Venstre, Danmarks Liberale Parti"
943147,8,9,Very good,NA,Less than once a month,189,62,Male,1996,[NA] Not applicable
943155,9,9,Fair,NA,Several times a week,164,82,Female,1950, Socialdemokraterne
943171,8,8,Very good,NA,2-3 times a month,172,70,Male,1985, Enhedslisten
943210,6,8,Good,NA,Several times a week,173,90,Male,1974," Venstre, Danmarks Liberale Parti"
943236,1,Extremely happy,Good,NA,Once a month,160,57,Female,1946, Socialdemokrat
943260,5,8,Bad,NA,Never,186,112,Male,1945, Socialdemokraterne
943278,8,8,Fair,4,Once a month,171,58,Female,1974, Socialdemokraterne
943286,4,7,Good,NA,Less than once a month,159,63,Female,1987, Enhedslisten
943294,5,8,Fair,NA,Several times a week,180,82,Male,1958," Venstre, Danmarks Liberale Parti"
943309,8,9,Good,NA,Every day,183,92,Male,1942, Socialdemokrat
943317,9,9,Very good,NA,Once a month,178,72,Male,1989, Socialdemokrat
943325,4,8,Good,NA,2-3 times a month,172,64,Female,1978,[NA] Not applicable
943333,8,9,Fair,NA,Less than once a month,164,70,Female,1987, Dansk Folkeparti
943341,4,7,Fair,7,Less than once a month,187,84,Male,1988,[NA] Not applicable
943367,9,9,Very good,NA,2-3 times a month,183,75,Male,1993,[NA] Not applicable
943430,Most people can be trusted,5,Very good,NA,2-3 times a month,168,65,Female,1973, Det Radikale Venstre
943448,7,9,Good,NA,Once a week,187,79,Male,1994,[NA] Don't know
943464,3,8,Good,NA,Several times a week,181,77,Male,1943," Venstre, Danmarks Liberale Parti"
943480,5,5,Fair,NA,Several times a week,174,94,Male,1930,[NA] Refusal
943498,8,8,Good,NA,2-3 times a month,180,95,Male,1970, Liberal Alliance
943511,You can't be too careful,3,Fair,15,Never,183,68,Male,1992,[NA] Not applicable
943529,9,8,Very good,NA,2-3 times a month,180,106,Male,1926," Venstre, Danmarks Liberale Parti"
943545,4,5,Bad,NA,Several times a week,173,90,Male,1953, Socialdemokraterne
943553,8,8,Good,NA,Once a week,182,86,Male,1971, Det Radikale Venstre
943595,5,7,Very good,NA,Several times a week,162,54,Female,1984,[NA] Not applicable
943618,7,9,Good,NA,Every day,184,72,Male,1959, Det Konservative Folkeparti
943626,5,7,Very good,NA,Once a week,179,65,Male,1988, Det Konservative Folkeparti
943634,7,9,Good,NA,Several times a week,194,88,Male,1977," Venstre, Danmarks Liberale Parti"
943642,5,7,Fair,NA,Once a week,162,70,Female,1957,[NA] Refusal
943668,9,9,Very good,NA,Once a week,184,92,Male,1946," Venstre, Danmarks Liberale Parti"
943684,6,9,Good,NA,Every day,172,68,Male,1929, Socialdemokrat
943715,5,8,Good,NA,Once a month,168,65,Female,1946, Socialdemokraterne
943749,5,9,Very good,NA,Never,148,54,Female,1964, Andet
943757,7,8,Fair,NA,Less than once a month,174,103,Female,1971," Venstre, Danmarks Liberale Parti"
943765,7,Extremely happy,Very good,NA,Several times a week,185,76,Male,1986, Det Radikale Venstre
943773,8,2,Bad,NA,Several times a week,163,69,Female,1946, SF Socialistisk Folkeparti
943846,2,NA,Good,NA,Several times a week,178,76,Male,1945," Venstre, Danmarks Liberale Parti"
943896,8,9,Very good,NA,Every day,171,76,Male,1941," Venstre, Danmarks Liberale Parti"
943927,9,Extremely happy,Good,NA,Several times a week,176,65,Female,1950," Venstre, Danmarks Liberale Parti"
943951,8,8,Very good,NA,2-3 times a month,173,63,Female,1970, Socialdemokrat
943969,8,8,Fair,NA,Every day,169,80,Male,1940," Venstre, Danmarks Liberale Parti"
943985,8,7,Good,NA,Once a week,173,70,Male,1975, Enhedslisten
943993,7,8,Good,NA,Every day,175,66,Male,1928, SF Socialistisk Folkeparti
944004,9,9,Good,5,Once a week,183,105,Male,1960, Enhedslisten
944012,8,9,Very good,NA,Never,160,64,Female,1974," Venstre, Danmarks Liberale Parti"
944020,7,Extremely happy,Very good,NA,2-3 times a month,170,99,Female,1984, Det Radikale Venstre
944046,9,7,Very good,NA,Several times a week,193,90,Male,1963, Det Radikale Venstre
944062,7,8,Bad,18,Several times a week,172,90,Male,1962,[NA] Not applicable
944070,6,8,Good,10,Several times a week,168,110,Female,1993,[NA] Refusal
944088,7,9,Good,14,Several times a week,178,72,Male,1976, Liberal Alliance
944101,4,Extremely happy,Very good,NA,2-3 times a month,166,72,Female,1965, Socialdemokraterne
944119,3,5,Fair,20,2-3 times a month,156,50,Female,1990,[NA] Not applicable
944127,8,8,Very good,NA,Several times a week,164,50,Female,1952, Enhedslisten
944135,6,7,Bad,NA,Never,158,66,Female,1952," Venstre, Danmarks Liberale Parti"
944193,7,9,Good,0,Once a week,182,92,Female,1979," Venstre, Danmarks Liberale Parti"
944208,7,7,Very good,NA,Several times a week,180,80,Male,1984,[NA] Not applicable
944216,5,Extremely happy,Fair,NA,Once a week,188,115,Male,1942,[NA] Refusal
944258,9,9,Very good,2,Every day,170,73,Male,1940, Det Radikale Venstre
944266,7,8,Good,NA,2-3 times a month,170,85,Female,1976, Socialdemokraterne
944313,2,9,Good,NA,Never,152,48,Female,1929," Venstre, Danmarks Liberale Parti"
944347,8,7,Fair,NA,Less than once a month,166,90,Female,1965,[NA] Not applicable
944355,7,8,Good,NA,Never,167,79,Female,1951, Dansk Folkeparti
944363,8,8,Fair,12,Once a month,172,66,Female,1968, SF Socialistisk Folkeparti
944371,3,6,Fair,NA,2-3 times a month,188,105,Male,1982,[NA] Not applicable
944397,4,8,Fair,NA,Never,174,NA,Female,1981, Andet
944428,7,8,Very good,NA,Several times a week,178,75,Male,1964," Venstre, Danmarks Liberale Parti"
944436,9,Extremely happy,Very good,NA,Several times a week,180,69,Male,1947," Venstre, Danmarks Liberale Parti"
944444,Most people can be trusted,Extremely happy,Very good,NA,Less than once a month,176,91,Male,1983,[NA] Don't know
944478,8,8,Very good,16,Once a week,182,93,Male,1948, SF Socialistisk Folkeparti
944517,7,9,Fair,NA,Never,180,88,Male,1978,[NA] Not applicable
944525,3,Extremely happy,Bad,NA,Once a month,182,66,Male,1944,[NA] Refusal
944541,6,9,Very good,NA,Less than once a month,183,88,Male,1969," Venstre, Danmarks Liberale Parti"
944567,7,8,Good,NA,Several times a week,181,68,Male,1938," Venstre, Danmarks Liberale Parti"
944575,7,Extremely happy,Very good,20,Once a week,181,93,Male,1966, Liberal Alliance
944591,8,8,Fair,NA,2-3 times a month,168,70,Female,1956, SF Socialistisk Folkeparti
944606,6,Extremely happy,Very bad,NA,Every day,179,80,Male,1947, Socialdemokraterne
944622,8,8,Fair,NA,Once a week,170,89,Female,1968," Venstre, Danmarks Liberale Parti"
944630,8,8,Very good,NA,Never,181,78,Male,1944," Venstre, Danmarks Liberale Parti"
944648,9,8,Fair,NA,Once a month,174,71,Male,1933, Dansk Folkeparti
944664,7,7,Very good,6,Every day,177,82,Female,1947, Det Radikale Venstre
944672,8,9,Very good,NA,Once a week,190,85,Male,1976, Det Radikale Venstre
944698,You can't be too careful,Extremely happy,Very good,NA,2-3 times a month,175,80,Male,1999,[NA] Not applicable
944711,8,8,Very good,NA,Once a week,188,88,Male,1977," Venstre, Danmarks Liberale Parti"
944729,6,Extremely happy,Good,NA,Once a month,163,60,Female,1980," Venstre, Danmarks Liberale Parti"
944753,4,8,Fair,NA,Several times a week,175,77,Male,1966, Dansk Folkeparti
944779,5,8,Fair,NA,Several times a week,187,103,Male,1945, Dansk Folkeparti
944787,8,7,Very good,NA,Every day,182,80,Male,1979," Venstre, Danmarks Liberale Parti"
944818,8,6,Fair,20,2-3 times a month,175,85,Male,1968,[NA] Not applicable
944826,3,Extremely happy,Very good,10,Several times a week,173,80,Female,1971, Andet
944876,7,8,Very good,10,Several times a week,175,74,Female,1950," Venstre, Danmarks Liberale Parti"
944923,9,Extremely happy,Good,NA,Less than once a month,170,69,Female,1992, SF Socialistisk Folkeparti
944931,7,8,Very good,4,2-3 times a month,171,74,Male,1990,[NA] Not applicable
944949,8,9,Good,NA,Once a week,186,80,Male,1976, Det Radikale Venstre
944999,7,7,Fair,NA,Every day,160,56,Female,1954," Venstre, Danmarks Liberale Parti"
945018,8,8,Good,NA,Several times a week,186,104,Male,1957, Socialdemokraterne
945026,6,8,Good,NA,Less than once a month,167,61,Female,1955,[NA] Refusal
945034,9,8,Good,NA,Less than once a month,173,60,Female,1942, Socialdemokraterne
945042,6,8,Very good,NA,Once a week,180,82,Male,1962,[NA] Refusal
945068,5,4,Bad,102,Several times a week,187,80,Male,1962, Dansk Folkeparti
945076,7,8,Fair,20,Never,164,75,Female,1949," Venstre, Danmarks Liberale Parti"
945084,8,9,Fair,NA,Less than once a month,180,80,Male,1943, Dansk Folkeparti
945092,8,8,Good,NA,2-3 times a month,190,87,Male,1996,[NA] Not applicable
945107,7,Extremely happy,Very bad,NA,2-3 times a month,172,114,Female,1954, SF Socialistisk Folkeparti
945149,8,9,Very good,NA,Once a month,168,68,Female,1983, Det Radikale Venstre
945212,5,5,Good,NA,Never,166,92,Female,1947," Venstre, Danmarks Liberale Parti"
945220,8,9,Good,NA,Once a week,170,75,Female,1952, Enhedslisten
945262,7,Extremely happy,Very good,20,Every day,162,68,Female,1952, Socialdemokraterne
945296,7,9,Good,NA,Less than once a month,176,92,Male,1966," Venstre, Danmarks Liberale Parti"
945301,7,8,Good,NA,Once a week,178,66,Male,1972, Liberal Alliance
945319,8,7,Good,5,Several times a week,160,49,Female,1991, Enhedslisten
945369,8,8,Good,NA,Less than once a month,168,75,Female,1991, SF Socialistisk Folkeparti
945466,Most people can be trusted,9,Very good,NA,Several times a week,188,80,Male,1945, Det Radikale Venstre
945521,9,Extremely happy,Good,NA,Several times a week,180,73,Male,1949, SF Socialistisk Folkeparti
945555,9,8,Fair,NA,Less than once a month,169,68,Female,1996,[NA] Not applicable
945563,Most people can be trusted,9,Good,NA,Every day,162,72,Female,1950, Det Radikale Venstre
945571,8,8,Fair,NA,Less than once a month,181,117,Male,1981, Det Radikale Venstre
945652,4,8,Very good,10,Once a week,191,80,Male,1998,[NA] Not applicable
945660,6,9,Good,NA,Several times a week,177,89,Male,1949," Venstre, Danmarks Liberale Parti"
945686,8,8,Very good,NA,2-3 times a month,162,60.5,Female,1934," Venstre, Danmarks Liberale Parti"
945733,9,8,Fair,NA,Several times a week,173,80,Female,1951, Socialdemokraterne
945759,7,9,Very good,NA,2-3 times a month,181,82,Male,1987, Liberal Alliance
945767,Most people can be trusted,9,Very good,6,Every day,168,54,Female,1954," Venstre, Danmarks Liberale Parti"
945791,3,Extremely happy,Very good,NA,Once a week,172,80,Male,1935, Socialdemokraterne
945806,Most people can be trusted,9,Very good,NA,Several times a week,181,79,Male,1964, Det Radikale Venstre
945814,8,8,Very good,NA,2-3 times a month,163,57,Female,1985, Socialdemokraterne
945822,8,8,Good,NA,Never,170,70,Male,1939, Dansk Folkeparti
945830,3,Extremely happy,Very good,NA,Once a month,174,79,Female,1941, Socialdemokrat
945856,9,Extremely happy,Good,NA,Once a week,170,66,Male,1988, Liberal Alliance
945872,7,9,Very good,NA,Once a month,163,64,Female,1976," Venstre, Danmarks Liberale Parti"
945903,2,2,Fair,NA,Less than once a month,158,65,Female,1967, Enhedslisten
945937,8,8,Very good,NA,Several times a week,184,93,Male,1959," Venstre, Danmarks Liberale Parti"
945953,7,9,Very good,NA,Once a month,185,64,Male,1999,[NA] Not applicable
945961,5,7,Fair,30,Several times a week,186,83,Male,1990,[NA] Not applicable
946014,5,7,Good,NA,2-3 times a month,182,70,Male,1997,[NA] Not applicable
946030,7,8,Very good,NA,Several times a week,182,76,Male,1983, Liberal Alliance
946064,5,Extremely happy,Very good,NA,Every day,180,86,Male,1936, Dansk Folkeparti
946072,8,9,Very good,NA,Several times a week,183,110,Male,1985,[NA] Not applicable
946098,8,8,Good,5,Once a week,169,66,Female,1969, SF Socialistisk Folkeparti
946129,7,8,Very good,NA,Once a month,160,75,Female,1981, Det Radikale Venstre
946153,6,7,Bad,NA,Never,159,50,Female,1933, Socialdemokraterne
946161,7,5,Very good,NA,Once a month,174,65,Male,1993," Venstre, Danmarks Liberale Parti"
946195,7,Extremely happy,Very good,NA,2-3 times a month,191,95,Male,1991," Venstre, Danmarks Liberale Parti"
946218,8,8,Good,20,Several times a week,185,83,Male,1972, Liberal Alliance
946250,6,8,Good,7,2-3 times a month,187,66,Male,1997,[NA] Not applicable
946268,5,9,Very good,10,2-3 times a month,180,74,Male,1966, Dansk Folkeparti
946276,7,Extremely happy,Very good,NA,2-3 times a month,196,96,Male,1964," Venstre, Danmarks Liberale Parti"
946292,8,9,Very good,NA,Once a month,163,66,Female,1998,[NA] Not applicable
946331,9,8,Fair,NA,2-3 times a month,172,68,Male,1945, SF Socialistisk Folkeparti
946349,4,7,Fair,NA,Several times a week,170,74,Female,1977, SF Socialistisk Folkeparti
946373,7,9,Very good,NA,2-3 times a month,159,60,Female,1971," Venstre, Danmarks Liberale Parti"
946381,6,7,Very good,NA,2-3 times a month,167,57,Female,1998,[NA] Not applicable
946404,8,8,Good,NA,2-3 times a month,190,110,Male,1959," Venstre, Danmarks Liberale Parti"
946412,4,7,Good,NA,Once a week,189,67,Male,1985,[NA] Not applicable
946446,8,9,Very good,NA,Several times a week,182,95,Male,1965, Socialdemokraterne
946488,8,Extremely happy,Very good,NA,Several times a week,164,80,Female,1947," Venstre, Danmarks Liberale Parti"
946496,1,5,Fair,NA,2-3 times a month,180,87,Male,1981, Dansk Folkeparti
946519,5,Extremely happy,Fair,NA,Less than once a month,173,70,Female,1998,[NA] Not applicable
